"Tabela 6450 - Unidades locais, pessoal ocupado total e assalariado, salários e outras remunerações, por seção, divisão, grupo e classe da classificação de atividades (CNAE 2.0)"
"Cód.";"Município";"Ano x Variável x Classificação Nacional de Atividades Econômicas (CNAE 2.0)"
"Cód.";"Município";"2019"
"Cód.";"Município";"Pessoal ocupado assalariado (Pessoas)";;"Salários e outras remunerações (Mil Reais)"
"Cód.";"Município";"Total";"55.10-8 Hotéis e similares";"Total";"55.10-8 Hotéis e similares"
"3204252";"Ponto Belo (ES)";"733";"-";"14301";"-"
"3204302";"Presidente Kennedy (ES)";"2895";"-";"76014";"-"
"3204351";"Rio Bananal (ES)";"2148";"9";"58120";"131"
"3204401";"Rio Novo do Sul (ES)";"1447";"X";"37060";"X"
"3204500";"Santa Leopoldina (ES)";"905";"8";"23833";"139"
"3204559";"Santa Maria de Jetibá (ES)";"5994";"29";"153833";"490"
"3204609";"Santa Teresa (ES)";"4275";"X";"123843";"X"
"3204658";"São Domingos do Norte (ES)";"1499";"20";"50754";"349"
"3204708";"São Gabriel da Palha (ES)";"7097";"27";"170691";"403"
"3204807";"São José do Calçado (ES)";"968";"X";"23791";"X"
"3204906";"São Mateus (ES)";"18286";"X";"549400";"X"
"3204955";"São Roque do Canaã (ES)";"1800";"-";"39865";"-"
"3205002";"Serra (ES)";"129060";"442";"4281062";"7933"
"3205010";"Sooretama (ES)";"3328";"9";"84581";"140"
"3205036";"Vargem Alta (ES)";"3156";"33";"76976";"598"
"3205069";"Venda Nova do Imigrante (ES)";"5573";"72";"130333";"1488"
"3205101";"Viana (ES)";"15063";"X";"409619";"X"
"3205150";"Vila Pavão (ES)";"855";"-";"23887";"-"
"3205176";"Vila Valério (ES)";"1503";"X";"33291";"X"
"3205200";"Vila Velha (ES)";"97871";"428";"2678984";"7799"
"3205309";"Vitória (ES)";"213339";"675";"10990925";"15221"
"3300100";"Angra dos Reis (RJ)";"32628";"900";"1431446";"21823"
"3300159";"Aperibé (RJ)";"1890";"X";"43470";"X"
"3300209";"Araruama (RJ)";"18611";"X";"448796";"X"
"3300225";"Areal (RJ)";"3041";"X";"89454";"X"
"3300233";"Armação dos Búzios (RJ)";"13171";"2639";"353773";"61774"
"3300258";"Arraial do Cabo (RJ)";"6120";"367";"168663";"7126"
"3300308";"Barra do Piraí (RJ)";"15560";"X";"375344";"X"
"3300407";"Barra Mansa (RJ)";"33680";"240";"943833";"4365"
"3300456";"Belford Roxo (RJ)";"31896";"X";"845855";"X"
"3300506";"Bom Jardim (RJ)";"4471";"X";"105493";"X"
"3300605";"Bom Jesus do Itabapoana (RJ)";"4800";"X";"120462";"X"
"3300704";"Cabo Frio (RJ)";"45017";"1022";"1227499";"23187"
"3300803";"Cachoeiras de Macacu (RJ)";"6417";"36";"173716";"544"
"3300902";"Cambuci (RJ)";"1532";"X";"35081";"X"
"3300936";"Carapebus (RJ)";"2562";"-";"72721";"-"
"3300951";"Comendador Levy Gasparian (RJ)";"2548";"-";"59496";"-"
"3301009";"Campos dos Goytacazes (RJ)";"83051";"442";"2682306";"8670"
"3301108";"Cantagalo (RJ)";"3171";"X";"96486";"X"
"3301157";"Cardoso Moreira (RJ)";"1503";"-";"37147";"-"
"3301207";"Carmo (RJ)";"3429";"5";"89646";"97"
"3301306";"Casimiro de Abreu (RJ)";"6753";"X";"184874";"X"
"3301405";"Conceição de Macabu (RJ)";"2452";"5";"56852";"80"
"3301504";"Cordeiro (RJ)";"3383";"X";"94307";"X"
"3301603";"Duas Barras (RJ)";"1201";"X";"27839";"X"
"3301702";"Duque de Caxias (RJ)";"146312";"X";"5321869";"X"
"3301801";"Engenheiro Paulo de Frontin (RJ)";"1942";"X";"45657";"X"
"3301850";"Guapimirim (RJ)";"6323";"49";"175272";"782"
"3301876";"Iguaba Grande (RJ)";"3260";"X";"95591";"X"
"3301900";"Itaboraí (RJ)";"30859";"X";"907283";"X"
"3302007";"Itaguaí (RJ)";"24945";"137";"958289";"2831"
"3302056";"Italva (RJ)";"1949";"7";"45970";"126"
"3302106";"Itaocara (RJ)";"3408";"10";"78039";"154"
"3302205";"Itaperuna (RJ)";"20488";"255";"589894";"5067"
"3302254";"Itatiaia (RJ)";"9886";"767";"362648";"14213"
"3302270";"Japeri (RJ)";"7960";"X";"220642";"X"
"3302304";"Laje do Muriaé (RJ)";"1091";"-";"24548";"-"
"3302403";"Macaé (RJ)";"115034";"1344";"9394244";"33943"
"3302452";"Macuco (RJ)";"1503";"X";"34083";"X"
"3302502";"Magé (RJ)";"24731";"34";"547615";"605"
"3302601";"Mangaratiba (RJ)";"9848";"963";"327497";"20471"
"3302700";"Maricá (RJ)";"23343";"21";"713631";"535"
"3302809";"Mendes (RJ)";"2592";"X";"62051";"X"
"3302858";"Mesquita (RJ)";"15051";"X";"378287";"X"
"3302908";"Miguel Pereira (RJ)";"3825";"X";"98061";"X"
"3303005";"Miracema (RJ)";"3636";"3";"90320";"38"
"3303104";"Natividade (RJ)";"2119";"-";"49804";"-"
"3303203";"Nilópolis (RJ)";"17592";"62";"407147";"1212"
"3303302";"Niterói (RJ)";"169899";"606";"6977174";"12190"
"3303401";"Nova Friburgo (RJ)";"49623";"390";"1208081";"7772"
"3303500";"Nova Iguaçu (RJ)";"91534";"276";"2493153";"3998"
"3303609";"Paracambi (RJ)";"5470";"X";"130205";"X"
"3303708";"Paraíba do Sul (RJ)";"8531";"35";"206579";"478"
"3303807";"Paraty (RJ)";"8301";"1226";"240120";"25894"
"3303856";"Paty do Alferes (RJ)";"3571";"63";"93711";"540"
"3303906";"Petrópolis (RJ)";"67476";"1060";"2099640";"22505"
"3303955";"Pinheiral (RJ)";"3599";"X";"72575";"X"
"3304003";"Piraí (RJ)";"8250";"X";"269195";"X"
"3304102";"Porciúncula (RJ)";"1730";"X";"52641";"X"
"3304110";"Porto Real (RJ)";"7723";"X";"334717";"X"
"3304128";"Quatis (RJ)";"2102";"X";"48188";"X"
"3304144";"Queimados (RJ)";"15687";"X";"483627";"X"
"3304151";"Quissamã (RJ)";"3453";"13";"124876";"283"
"3304201";"Resende (RJ)";"36852";"314";"1387216";"5663"
"3304300";"Rio Bonito (RJ)";"16739";"X";"415751";"X"
"3304409";"Rio Claro (RJ)";"2011";"-";"57148";"-"
"3304508";"Rio das Flores (RJ)";"2447";"32";"55386";"599"
"3304524";"Rio das Ostras (RJ)";"26481";"202";"1131497";"3433"
"3304557";"Rio de Janeiro (RJ)";"2189270";"18921";"122548344";"549900"
"3304607";"Santa Maria Madalena (RJ)";"1237";"14";"34646";"241"
"3304706";"Santo Antônio de Pádua (RJ)";"7815";"28";"180412";"506"
"3304755";"São Francisco de Itabapoana (RJ)";"3371";"7";"84724";"106"
"3304805";"São Fidélis (RJ)";"4701";"X";"104881";"X"
"3304904";"São Gonçalo (RJ)";"103205";"359";"2812454";"6176"
"3305000";"São João da Barra (RJ)";"14061";"6";"636298";"163"
"3305109";"São João de Meriti (RJ)";"54378";"X";"1338377";"X"
"3305133";"São José de Ubá (RJ)";"1012";"-";"23249";"-"
"3305158";"São José do Vale do Rio Preto (RJ)";"3296";"X";"79093";"X"
"3305208";"São Pedro da Aldeia (RJ)";"17012";"94";"677835";"1674"
"3305307";"São Sebastião do Alto (RJ)";"1105";"-";"33961";"-"
"3305406";"Sapucaia (RJ)";"4403";"32";"99408";"507"
"3305505";"Saquarema (RJ)";"13011";"124";"306526";"2230"
"3305554";"Seropédica (RJ)";"14335";"X";"751049";"X"
"3305604";"Silva Jardim (RJ)";"3674";"X";"102732";"X"
"3305703";"Sumidouro (RJ)";"1811";"-";"50939";"-"
"3305752";"Tanguá (RJ)";"3891";"X";"102241";"X"
"3305802";"Teresópolis (RJ)";"33261";"757";"948068";"19532"
"3305901";"Trajano de Moraes (RJ)";"1423";"X";"34606";"X"
"3306008";"Três Rios (RJ)";"22115";"106";"559345";"1835"
"3306107";"Valença (RJ)";"10946";"366";"290072";"5695"
"3306156";"Varre-Sai (RJ)";"1103";"-";"29478";"-"
"3306206";"Vassouras (RJ)";"7546";"X";"215100";"X"
"3306305";"Volta Redonda (RJ)";"72489";"298";"2158466";"5603"
"3500105";"Adamantina (SP)";"10297";"X";"287171";"X"
"3500204";"Adolfo (SP)";"634";"-";"15510";"-"
"3500303";"Aguaí (SP)";"5763";"14";"187334";"290"
"3500402";"Águas da Prata (SP)";"837";"X";"24725";"X"
"3500501";"Águas de Lindóia (SP)";"4801";"1086";"123544";"26924"
"3500550";"Águas de Santa Bárbara (SP)";"950";"44";"29550";"1364"
"3500600";"Águas de São Pedro (SP)";"1379";"X";"38220";"X"
"3500709";"Agudos (SP)";"8384";"22";"277665";"593"
"3500758";"Alambari (SP)";"891";"X";"19781";"X"
"3500808";"Alfredo Marcondes (SP)";"822";"-";"22741";"-"
"3500907";"Altair (SP)";"616";"-";"19741";"-"
"3501004";"Altinópolis (SP)";"2655";"23";"75196";"397"
"3501103";"Alto Alegre (SP)";"400";"-";"14826";"-"
"3501152";"Alumínio (SP)";"6252";"X";"326482";"X"
"3501202";"Álvares Florence (SP)";"372";"-";"10568";"-"
"3501301";"Álvares Machado (SP)";"3151";"132";"101241";"2352"
"3501400";"Álvaro de Carvalho (SP)";"268";"-";"7848";"-"
"3501509";"Alvinlândia (SP)";"261";"-";"7275";"-"
"3501608";"Americana (SP)";"71482";"X";"2674088";"X"
"3501707";"Américo Brasiliense (SP)";"9566";"-";"276914";"-"
"3501806";"Américo de Campos (SP)";"553";"-";"15117";"-"
"3501905";"Amparo (SP)";"21921";"X";"794751";"X"
"3502002";"Analândia (SP)";"826";"9";"26248";"148"
"3502101";"Andradina (SP)";"15232";"81";"442447";"1932"
"3502200";"Angatuba (SP)";"4102";"11";"142738";"155"
"3502309";"Anhembi (SP)";"806";"X";"22248";"X"
"3502408";"Anhumas (SP)";"377";"-";"10309";"-"
"3502507";"Aparecida (SP)";"11255";"1843";"286910";"38900"
"3502606";"Aparecida d'Oeste (SP)";"615";"-";"15738";"-"
"3502705";"Apiaí (SP)";"3953";"14";"105173";"275"
"3502754";"Araçariguama (SP)";"9579";"X";"353104";"X"
"3502804";"Araçatuba (SP)";"50343";"334";"1645004";"7464"
"3502903";"Araçoiaba da Serra (SP)";"5630";"X";"184238";"X"
"3503000";"Aramina (SP)";"665";"X";"19168";"X"
"3503109";"Arandu (SP)";"1045";"X";"22133";"X"
"3503158";"Arapeí (SP)";"326";"-";"8041";"-"
"3503208";"Araraquara (SP)";"73396";"396";"2507358";"9614"
"3503307";"Araras (SP)";"36710";"X";"1352371";"X"
"3503356";"Arco-Íris (SP)";"277";"-";"7379";"-"
"3503406";"Arealva (SP)";"1177";"-";"28858";"-"
"3503505";"Areias (SP)";"402";"X";"8603";"X"
"3503604";"Areiópolis (SP)";"1236";"X";"32438";"X"
"3503703";"Ariranha (SP)";"3043";"-";"140793";"-"
"3503802";"Artur Nogueira (SP)";"8539";"X";"267564";"X"
"3503901";"Arujá (SP)";"24460";"47";"891508";"1260"
"3503950";"Aspásia (SP)";"204";"-";"5687";"-"
"3504008";"Assis (SP)";"21319";"X";"695462";"X"
"3504107";"Atibaia (SP)";"39422";"1435";"1357400";"33682"
"3504206";"Auriflama (SP)";"2385";"10";"62171";"160"
"3504305";"Avaí (SP)";"902";"-";"21941";"-"
"3504404";"Avanhandava (SP)";"1565";"-";"61212";"-"
"3504503";"Avaré (SP)";"21022";"X";"587289";"X"
"3504602";"Bady Bassitt (SP)";"3050";"29";"86048";"626"
"3504701";"Balbinos (SP)";"346";"-";"8913";"-"
"3504800";"Bálsamo (SP)";"1318";"X";"41699";"X"
"3504909";"Bananal (SP)";"1397";"7";"37394";"165"
"3505005";"Barão de Antonina (SP)";"467";"X";"9974";"X"
"3505104";"Barbosa (SP)";"595";"X";"14439";"X"
"3505203";"Bariri (SP)";"7950";"15";"221165";"268"
"3505302";"Barra Bonita (SP)";"10348";"257";"366112";"6218"
"3505351";"Barra do Chapéu (SP)";"535";"-";"12727";"-"
"3505401";"Barra do Turvo (SP)";"640";"X";"16216";"X"
"3505500";"Barretos (SP)";"30547";"X";"952333";"X"
"3505609";"Barrinha (SP)";"3809";"X";"107851";"X"
"3505708";"Barueri (SP)";"278250";"X";"14677390";"X"
"3505807";"Bastos (SP)";"4468";"20";"117701";"395"
"3505906";"Batatais (SP)";"14751";"53";"486757";"883"
"3506003";"Bauru (SP)";"125989";"463";"4440702";"9754"
"3506102";"Bebedouro (SP)";"27056";"163";"797971";"3173"
"3506201";"Bento de Abreu (SP)";"752";"-";"35002";"-"
"3506300";"Bernardino de Campos (SP)";"2426";"-";"53546";"-"
"3506359";"Bertioga (SP)";"13257";"288";"466921";"5452"
"3506409";"Bilac (SP)";"1369";"X";"38265";"X"
"3506508";"Birigui (SP)";"29826";"X";"833153";"X"
"3506607";"Biritiba Mirim (SP)";"2829";"X";"78634";"X"
"3506706";"Boa Esperança do Sul (SP)";"2441";"X";"56324";"X"
"3506805";"Bocaina (SP)";"2972";"5";"110384";"135"
"3506904";"Bofete (SP)";"1527";"X";"43353";"X"
"3507001";"Boituva (SP)";"20177";"74";"854636";"1492"
"3507100";"Bom Jesus dos Perdões (SP)";"5394";"X";"165805";"X"
"3507159";"Bom Sucesso de Itararé (SP)";"582";"-";"14240";"-"
"3507209";"Borá (SP)";"760";"-";"22435";"-"
"3507308";"Boracéia (SP)";"1250";"-";"41145";"-"
"3507407";"Borborema (SP)";"2501";"6";"62262";"84"
"3507456";"Borebi (SP)";"738";"-";"17478";"-"
"3507506";"Botucatu (SP)";"41370";"156";"1560974";"3385"
"3507605";"Bragança Paulista (SP)";"43836";"230";"1406363";"5212"
"3507704";"Braúna (SP)";"434";"-";"12773";"-"
"3507753";"Brejo Alegre (SP)";"500";"-";"15647";"-"
"3507803";"Brodowski (SP)";"5016";"X";"130188";"X"
"3507902";"Brotas (SP)";"5786";"226";"220940";"5562"
"3508009";"Buri (SP)";"3759";"10";"84356";"134"
"3508108";"Buritama (SP)";"3610";"18";"124044";"314"
"3508207";"Buritizal (SP)";"1767";"-";"77878";"-"
"3508306";"Cabrália Paulista (SP)";"653";"-";"17511";"-"
"3508405";"Cabreúva (SP)";"14058";"102";"582591";"2662"
"3508504";"Caçapava (SP)";"20881";"84";"867407";"1655"
"3508603";"Cachoeira Paulista (SP)";"4947";"88";"148694";"1777"
"3508702";"Caconde (SP)";"1591";"4";"40968";"95"
"3508801";"Cafelândia (SP)";"3589";"X";"97743";"X"
"3508900";"Caiabu (SP)";"334";"-";"8615";"-"
"3509007";"Caieiras (SP)";"20865";"32";"762486";"716"
"3509106";"Caiuá (SP)";"408";"-";"11440";"-"
"3509205";"Cajamar (SP)";"41598";"42";"1711332";"713"
"3509254";"Cajati (SP)";"6106";"22";"191163";"343"
"3509304";"Cajobi (SP)";"1309";"X";"32467";"X"
"3509403";"Cajuru (SP)";"4380";"8";"127789";"116"
"3509452";"Campina do Monte Alegre (SP)";"689";"X";"25282";"X"
"3509502";"Campinas (SP)";"400552";"1628";"19743887";"54539"
"3509601";"Campo Limpo Paulista (SP)";"11696";"26";"543222";"515"
"3509700";"Campos do Jordão (SP)";"12618";"1618";"336850";"39110"
"3509809";"Campos Novos Paulista (SP)";"535";"X";"15885";"X"
"3509908";"Cananéia (SP)";"1395";"X";"40280";"X"
"3509957";"Canas (SP)";"876";"-";"24764";"-"
"3510005";"Cândido Mota (SP)";"5473";"26";"198509";"574"
"3510104";"Cândido Rodrigues (SP)";"543";"-";"13051";"-"
"3510153";"Canitar (SP)";"485";"-";"12985";"-"
"3510203";"Capão Bonito (SP)";"6655";"X";"179633";"X"
"3510302";"Capela do Alto (SP)";"3106";"X";"81811";"X"
"3510401";"Capivari (SP)";"14680";"17";"488439";"366"
"3510500";"Caraguatatuba (SP)";"26494";"433";"897355";"7822"
"3510609";"Carapicuíba (SP)";"36452";"X";"1083749";"X"
"3510708";"Cardoso (SP)";"1058";"66";"34504";"1817"
"3510807";"Casa Branca (SP)";"5010";"21";"141447";"487"
"3510906";"Cássia dos Coqueiros (SP)";"343";"X";"8824";"X"
"3511003";"Castilho (SP)";"2916";"X";"113784";"X"
"3511102";"Catanduva (SP)";"35418";"125";"1158234";"2843"
"3511201";"Catiguá (SP)";"609";"-";"20462";"-"
"3511300";"Cedral (SP)";"5322";"133";"168377";"2932"
"3511409";"Cerqueira César (SP)";"4306";"X";"150810";"X"
"3511508";"Cerquilho (SP)";"11796";"21";"395293";"506"
"3511607";"Cesário Lange (SP)";"3236";"X";"90544";"X"
"3511706";"Charqueada (SP)";"2161";"X";"74232";"X"
"3511904";"Clementina (SP)";"1843";"X";"43851";"X"
"3512001";"Colina (SP)";"5096";"14";"156232";"236"
"3512100";"Colômbia (SP)";"4692";"-";"121007";"-"
"3512209";"Conchal (SP)";"5249";"X";"148351";"X"
"3512308";"Conchas (SP)";"3071";"X";"79000";"X"
"3512407";"Cordeirópolis (SP)";"9454";"X";"387216";"X"
"3512506";"Coroados (SP)";"829";"X";"23593";"X"
"3512605";"Coronel Macedo (SP)";"609";"-";"12679";"-"
"3512704";"Corumbataí (SP)";"1015";"X";"36756";"X"
"3512803";"Cosmópolis (SP)";"9933";"4";"327088";"64"
"3512902";"Cosmorama (SP)";"2029";"X";"60610";"X"
"3513009";"Cotia (SP)";"75289";"X";"3098143";"X"
"3513108";"Cravinhos (SP)";"8194";"28";"352317";"612"
"3513207";"Cristais Paulista (SP)";"889";"-";"24804";"-"
"3513306";"Cruzália (SP)";"311";"-";"9646";"-"
"3513405";"Cruzeiro (SP)";"16263";"58";"716079";"1050"
"3513504";"Cubatão (SP)";"27995";"X";"1605944";"X"
"3513603";"Cunha (SP)";"1805";"61";"47738";"943"
"3513702";"Descalvado (SP)";"8004";"51";"267578";"1175"
"3513801";"Diadema (SP)";"88258";"X";"3579307";"X"
"3513850";"Dirce Reis (SP)";"296";"-";"11572";"-"
"3513900";"Divinolândia (SP)";"2084";"X";"60793";"X"
"3514007";"Dobrada (SP)";"686";"-";"19142";"-"
"3514106";"Dois Córregos (SP)";"4711";"5";"126029";"107"
"3514205";"Dolcinópolis (SP)";"251";"-";"7300";"-"
"3514304";"Dourado (SP)";"2340";"X";"77023";"X"
"3514403";"Dracena (SP)";"11391";"74";"299151";"1558"
"3514502";"Duartina (SP)";"2057";"X";"56524";"X"
"3514601";"Dumont (SP)";"1807";"X";"54058";"X"
"3514700";"Echaporã (SP)";"652";"X";"17567";"X"
"3514809";"Eldorado (SP)";"1204";"X";"32372";"X"
"3514908";"Elias Fausto (SP)";"4865";"-";"221319";"-"
"3514924";"Elisiário (SP)";"367";"-";"13213";"-"
"3514957";"Embaúba (SP)";"321";"-";"9479";"-"
"3515004";"Embu das Artes (SP)";"42167";"X";"1592233";"X"
"3515103";"Embu-Guaçu (SP)";"8104";"3";"268156";"74"
"3515129";"Emilianópolis (SP)";"289";"-";"8292";"-"
"3515152";"Engenheiro Coelho (SP)";"4186";"X";"140040";"X"
"3515186";"Espírito Santo do Pinhal (SP)";"10504";"X";"312348";"X"
"3515194";"Espírito Santo do Turvo (SP)";"443";"-";"13480";"-"
"3515202";"Estrela d'Oeste (SP)";"3236";"X";"84496";"X"
"3515301";"Estrela do Norte (SP)";"302";"-";"7438";"-"
"3515350";"Euclides da Cunha Paulista (SP)";"674";"-";"16329";"-"
"3515400";"Fartura (SP)";"3252";"X";"74553";"X"
"3515509";"Fernandópolis (SP)";"15691";"X";"437019";"X"
"3515608";"Fernando Prestes (SP)";"1163";"-";"31023";"-"
"3515657";"Fernão (SP)";"243";"-";"7506";"-"
"3515707";"Ferraz de Vasconcelos (SP)";"19442";"X";"609565";"X"
"3515806";"Flora Rica (SP)";"221";"-";"5809";"-"
"3515905";"Floreal (SP)";"398";"-";"10650";"-"
"3516002";"Flórida Paulista (SP)";"1211";"X";"33160";"X"
"3516101";"Florínea (SP)";"352";"-";"9644";"-"
"3516200";"Franca (SP)";"82195";"292";"2479656";"6122"
"3516309";"Francisco Morato (SP)";"9112";"X";"284189";"X"
"3516408";"Franco da Rocha (SP)";"17150";"53";"576340";"733"
"3516507";"Gabriel Monteiro (SP)";"787";"-";"17762";"-"
"3516606";"Gália (SP)";"995";"-";"27097";"-"
"3516705";"Garça (SP)";"9121";"27";"253520";"617"
"3516804";"Gastão Vidigal (SP)";"268";"X";"9274";"X"
"3516853";"Gavião Peixoto (SP)";"4003";"-";"269666";"-"
"3516903";"General Salgado (SP)";"1361";"12";"46301";"218"
"3517000";"Getulina (SP)";"680";"-";"20105";"-"
"3517109";"Glicério (SP)";"694";"-";"17604";"-"
"3517208";"Guaiçara (SP)";"1281";"12";"38126";"213"
"3517307";"Guaimbê (SP)";"370";"X";"9562";"X"
"3517406";"Guaíra (SP)";"12405";"X";"437913";"X"
"3517505";"Guapiaçu (SP)";"4477";"X";"157327";"X"
"3517604";"Guapiara (SP)";"1665";"X";"40840";"X"
"3517703";"Guará (SP)";"2751";"X";"81423";"X"
"3517802";"Guaraçaí (SP)";"1038";"X";"28653";"X"
"3517901";"Guaraci (SP)";"2228";"X";"79045";"X"
"3518008";"Guarani d'Oeste (SP)";"290";"-";"7072";"-"
"3518107";"Guarantã (SP)";"941";"X";"22864";"X"
"3518206";"Guararapes (SP)";"6222";"43";"195555";"694"
"3518305";"Guararema (SP)";"7434";"150";"287000";"4168"
"3518404";"Guaratinguetá (SP)";"30558";"405";"1203384";"9099"
"3518503";"Guareí (SP)";"2151";"X";"49266";"X"
"3518602";"Guariba (SP)";"6877";"X";"244216";"X"
"3518701";"Guarujá (SP)";"46773";"1360";"1831584";"40899"
"3518800";"Guarulhos (SP)";"333738";"1506";"13718096";"44383"
"3518859";"Guatapará (SP)";"1316";"X";"40288";"X"
"3518909";"Guzolândia (SP)";"456";"X";"13715";"X"
"3519006";"Herculândia (SP)";"1002";"X";"30388";"X"
"3519055";"Holambra (SP)";"7055";"X";"230482";"X"
"3519071";"Hortolândia (SP)";"46222";"X";"2450656";"X"
"3519105";"Iacanga (SP)";"1856";"5";"61604";"59"
"3519204";"Iacri (SP)";"688";"X";"18393";"X"
"3519253";"Iaras (SP)";"1642";"X";"58493";"X"
"3519303";"Ibaté (SP)";"6064";"-";"201025";"-"
"3519402";"Ibirá (SP)";"1905";"X";"54354";"X"
"3519501";"Ibirarema (SP)";"617";"-";"19106";"-"
"3519600";"Ibitinga (SP)";"14688";"57";"327015";"1241"
"3519709";"Ibiúna (SP)";"11003";"159";"338036";"3081"
"3519808";"Icém (SP)";"861";"10";"26235";"193"
"3519907";"Iepê (SP)";"932";"X";"28261";"X"
"3520004";"Igaraçu do Tietê (SP)";"2208";"45";"60922";"773"
"3520103";"Igarapava (SP)";"5452";"27";"174161";"535"
"3520202";"Igaratá (SP)";"1613";"X";"40688";"X"
"3520301";"Iguape (SP)";"2575";"X";"75733";"X"
"3520400";"Ilhabela (SP)";"9258";"1133";"319401";"29294"
"3520426";"Ilha Comprida (SP)";"1651";"X";"55318";"X"
"3520442";"Ilha Solteira (SP)";"4854";"X";"196688";"X"
"3520509";"Indaiatuba (SP)";"77260";"X";"3455584";"X"
"3520608";"Indiana (SP)";"562";"-";"14001";"-"
"3520707";"Indiaporã (SP)";"434";"-";"12178";"-"
"3520806";"Inúbia Paulista (SP)";"846";"X";"24992";"X"
"3520905";"Ipaussu (SP)";"3076";"21";"100975";"316"
"3521002";"Iperó (SP)";"5434";"X";"180190";"X"
"3521101";"Ipeúna (SP)";"1765";"X";"53474";"X"
"3521150";"Ipiguá (SP)";"1081";"-";"30058";"-"
"3521200";"Iporanga (SP)";"472";"34";"11455";"537"
"3521309";"Ipuã (SP)";"2396";"X";"63500";"X"
"3521408";"Iracemápolis (SP)";"6699";"X";"197426";"X"
"3521507";"Irapuã (SP)";"839";"-";"20597";"-"
"3521606";"Irapuru (SP)";"591";"-";"20499";"-"
"3521705";"Itaberá (SP)";"2502";"13";"69029";"273"
"3521804";"Itaí (SP)";"4033";"X";"120803";"X"
"3521903";"Itajobi (SP)";"3091";"X";"83952";"X"
"3522000";"Itaju (SP)";"522";"-";"13655";"-"
"3522109";"Itanhaém (SP)";"14661";"119";"428924";"2318"
"3522158";"Itaoca (SP)";"287";"-";"9450";"-"
"3522208";"Itapecerica da Serra (SP)";"22963";"159";"756333";"2212"
"3522307";"Itapetininga (SP)";"33323";"119";"939116";"2586"
"3522406";"Itapeva (SP)";"18605";"X";"477450";"X"
"3522505";"Itapevi (SP)";"34543";"X";"1805942";"X"
"3522604";"Itapira (SP)";"23776";"X";"825728";"X"
"3522653";"Itapirapuã Paulista (SP)";"369";"-";"9623";"-"
"3522703";"Itápolis (SP)";"8728";"30";"239819";"558"
"3522802";"Itaporanga (SP)";"1961";"5";"44351";"129"
"3522901";"Itapuí (SP)";"4421";"X";"113542";"X"
"3523008";"Itapura (SP)";"596";"X";"14736";"X"
"3523107";"Itaquaquecetuba (SP)";"43482";"X";"1427118";"X"
"3523206";"Itararé (SP)";"7572";"X";"181624";"X"
"3523305";"Itariri (SP)";"1310";"X";"34807";"X"
"3523404";"Itatiba (SP)";"34196";"X";"1330784";"X"
"3523503";"Itatinga (SP)";"2557";"X";"66058";"X"
"3523602";"Itirapina (SP)";"5351";"36";"216142";"910"
"3523701";"Itirapuã (SP)";"385";"-";"11228";"-"
"3523800";"Itobi (SP)";"764";"X";"17610";"X"
"3523909";"Itu (SP)";"54304";"678";"2053251";"23208"
"3524006";"Itupeva (SP)";"27765";"158";"1189274";"4829"
"3524105";"Ituverava (SP)";"6791";"45";"203780";"760"
"3524204";"Jaborandi (SP)";"676";"-";"18763";"-"
"3524303";"Jaboticabal (SP)";"21322";"85";"794033";"1697"
"3524402";"Jacareí (SP)";"49178";"163";"2216983";"3550"
"3524501";"Jaci (SP)";"2720";"-";"78589";"-"
"3524600";"Jacupiranga (SP)";"2476";"17";"61594";"273"
"3524709";"Jaguariúna (SP)";"33044";"167";"1633938";"3701"
"3524808";"Jales (SP)";"11074";"81";"315386";"1395"
"3524907";"Jambeiro (SP)";"2556";"-";"108501";"-"
"3525003";"Jandira (SP)";"19222";"X";"821728";"X"
"3525102";"Jardinópolis (SP)";"8364";"23";"272289";"446"
"3525201";"Jarinu (SP)";"8355";"123";"341572";"2281"
"3525300";"Jaú (SP)";"36485";"193";"1067064";"4283"
"3525409";"Jeriquara (SP)";"498";"-";"14127";"-"
"3525508";"Joanópolis (SP)";"2232";"X";"51950";"X"
"3525607";"João Ramalho (SP)";"322";"X";"9781";"X"
"3525706";"José Bonifácio (SP)";"9247";"43";"264157";"781"
"3525805";"Júlio Mesquita (SP)";"440";"X";"10629";"X"
"3525854";"Jumirim (SP)";"1293";"X";"36086";"X"
"3525904";"Jundiaí (SP)";"167534";"542";"7305043";"13941"
"3526001";"Junqueirópolis (SP)";"5383";"X";"178406";"X"
